Synthesis synthesis S Sy Syn Synt s is sis esis INITCAP NODIGIT 0 NOPUNCT Synthesis Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
use use u us use use e se use use NOCAPS NODIGIT 0 NOPUNCT use xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
multiple multiple m mu mul mult e le ple iple NOCAPS NODIGIT 0 NOPUNCT multiple xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
reaction reaction r re rea reac n on ion tion NOCAPS NODIGIT 0 NOPUNCT reaction xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
steps steps s st ste step s ps eps teps NOCAPS NODIGIT 0 NOPUNCT steps xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
incorporate incorporate i in inc inco e te ate rate NOCAPS NODIGIT 0 NOPUNCT incorporate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carbon carbon c ca car carb n on bon rbon NOCAPS NODIGIT 0 NOPUNCT carbon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
uniformly uniformly u un uni unif y ly mly rmly NOCAPS NODIGIT 0 NOPUNCT uniformly xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
possible possible p po pos poss e le ble ible NOCAPS NODIGIT 0 NOPUNCT possible xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
To to T To To To o To To To INITCAP NODIGIT 0 NOPUNCT To Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
avoid avoid a av avo avoi d id oid void NOCAPS NODIGIT 0 NOPUNCT avoid xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
confusion confusion c co con conf n on ion sion NOCAPS NODIGIT 0 NOPUNCT confusion xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
regarding regarding r re reg rega g ng ing ding NOCAPS NODIGIT 0 NOPUNCT regarding xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
meaning meaning m me mea mean g ng ing ning NOCAPS NODIGIT 0 NOPUNCT meaning xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Mg mg M Mg Mg Mg g Mg Mg Mg INITCAP NODIGIT 0 NOPUNCT Mg Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false SUBSCRIPT false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false SUBSCRIPT false
C c C C C C C C C C ALLCAPS NODIGIT 1 NOPUNCT C X X DIFFERENTFONT HIGHERFONT false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) DIFFERENTFONT HIGHERFONT false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , DIFFERENTFONT HIGHERFONT false false BASELINE false
we we w we we we e we we we NOCAPS NODIGIT 0 NOPUNCT we xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
will will w wi wil will l ll ill will NOCAPS NODIGIT 0 NOPUNCT will xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
henceforth henceforth h he hen henc h th rth orth NOCAPS NODIGIT 0 NOPUNCT henceforth xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
refer refer r re ref refe r er fer efer NOCAPS NODIGIT 0 NOPUNCT refer xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
nominal nominal n no nom nomi l al nal inal NOCAPS NODIGIT 0 NOPUNCT nominal xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carbon carbon c ca car carb n on bon rbon NOCAPS NODIGIT 0 NOPUNCT carbon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
content content c co con cont t nt ent tent NOCAPS NODIGIT 0 NOPUNCT content xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
n n n n n n n n n n NOCAPS NODIGIT 1 NOPUNCT n x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
inferred inferred i in inf infe d ed red rred NOCAPS NODIGIT 0 NOPUNCT inferred xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carbon carbon c ca car carb n on bon rbon NOCAPS NODIGIT 0 NOPUNCT carbon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
content content c co con cont t nt ent tent NOCAPS NODIGIT 0 NOPUNCT content xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
after after a af aft afte r er ter fter NOCAPS NODIGIT 0 NOPUNCT after xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
m m m m m m m m m m NOCAPS NODIGIT 1 NOPUNCT m x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
th th t th th th h th th th NOCAPS NODIGIT 0 NOPUNCT th xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
reaction reaction r re rea reac n on ion tion NOCAPS NODIGIT 0 NOPUNCT reaction xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
step step s st ste step p ep tep step NOCAPS NODIGIT 0 NOPUNCT step xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
im im i im im im m im im im NOCAPS NODIGIT 0 NOPUNCT im xx x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . DIFFERENTFONT HIGHERFONT false false BASELINE false


Powder powder P Po Pow Powd r er der wder INITCAP NODIGIT 0 NOPUNCT Powder Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
ray ray r ra ray ray y ay ray ray NOCAPS NODIGIT 0 NOPUNCT ray xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
diffraction diffraction d di dif diff n on ion tion NOCAPS NODIGIT 0 NOPUNCT diffraction xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
XRD xrd X XR XRD XRD D RD XRD XRD ALLCAPS NODIGIT 0 NOPUNCT XRD XXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
measurements measurements m me mea meas s ts nts ents NOCAPS NODIGIT 0 NOPUNCT measurements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
made made m ma mad made e de ade made NOCAPS NODIGIT 0 NOPUNCT made xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
room room r ro roo room m om oom room NOCAPS NODIGIT 0 NOPUNCT room xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temper temper t te tem temp r er per mper NOCAPS NODIGIT 0 NOPUNCT temper xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
ature ature a at atu atur e re ure ture NOCAPS NODIGIT 0 NOPUNCT ature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
CuKα cukα C Cu CuK CuKα α Kα uKα CuKα INITCAP NODIGIT 0 NOPUNCT CuKα XxXXx XxXx SAMEFONT SAMEFONTSIZE false false BASELINE false
radiation radiation r ra rad radi n on ion tion NOCAPS NODIGIT 0 NOPUNCT radiation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
Rigaku rigaku R Ri Rig Riga u ku aku gaku INITCAP NODIGIT 0 NOPUNCT Rigaku Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
Miniflex miniflex M Mi Min Mini x ex lex flex INITCAP NODIGIT 0 NOPUNCT Miniflex Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
Diffractometer diffractometer D Di Dif Diff r er ter eter INITCAP NODIGIT 0 NOPUNCT Diffractometer Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE false
silicon silicon s si sil sili n on con icon NOCAPS NODIGIT 0 NOPUNCT silicon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
standard standard s st sta stan d rd ard dard NOCAPS NODIGIT 0 NOPUNCT standard xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
used used u us use used d ed sed used NOCAPS NODIGIT 0 NOPUNCT used xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
calibrate calibrate c ca cal cali e te ate rate NOCAPS NODIGIT 0 NOPUNCT calibrate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
each each e ea eac each h ch ach each NOCAPS NODIGIT 0 NOPUNCT each xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pattern pattern p pa pat patt n rn ern tern NOCAPS NODIGIT 0 NOPUNCT pattern xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Lattice lattice L La Lat Latt e ce ice tice INITCAP NODIGIT 0 NOPUNCT Lattice Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
parameters parameters p pa par para s rs ers ters NOCAPS NODIGIT 0 NOPUNCT parameters xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
deter deter d de det dete r er ter eter NOCAPS NODIGIT 0 NOPUNCT deter xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
mined mined m mi min mine d ed ned ined NOCAPS NODIGIT 0 NOPUNCT mined xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
from from f fr fro from m om rom from NOCAPS NODIGIT 0 NOPUNCT from xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
position position p po pos posi n on ion tion NOCAPS NODIGIT 0 NOPUNCT position xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
MgB mgb M Mg MgB MgB B gB MgB MgB INITCAP NODIGIT 0 NOPUNCT MgB XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( DIFFERENTFONT HIGHERFONT false false BASELINE false
002 002 0 00 002 002 2 02 002 002 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
110 110 1 11 110 110 0 10 110 110 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
peaks peaks p pe pea peak s ks aks eaks NOCAPS NODIGIT 0 NOPUNCT peaks xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
DC dc D DC DC DC C DC DC DC ALLCAPS NODIGIT 0 NOPUNCT DC XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
magnetization magnetization m ma mag magn n on ion tion NOCAPS NODIGIT 0 NOPUNCT magnetization xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measurements measurements m me mea meas s ts nts ents NOCAPS NODIGIT 0 NOPUNCT measurements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
performed performed p pe per perf d ed med rmed NOCAPS NODIGIT 0 NOPUNCT performed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
Quantum quantum Q Qu Qua Quan m um tum ntum INITCAP NODIGIT 0 NOPUNCT Quantum Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
Design design D De Des Desi n gn ign sign INITCAP NODIGIT 0 NOPUNCT Design Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
MPMS mpms M MP MPM MPMS S MS PMS MPMS ALLCAPS NODIGIT 0 NOPUNCT MPMS XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
5 5 5 5 5 5 5 5 5 5 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
SQUID squid S SQ SQU SQUI D ID UID QUID ALLCAPS NODIGIT 0 NOPUNCT SQUID XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
mag mag m ma mag mag g ag mag mag NOCAPS NODIGIT 0 NOPUNCT mag xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
netometer netometer n ne net neto r er ter eter NOCAPS NODIGIT 0 NOPUNCT netometer xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Transport transport T Tr Tra Tran t rt ort port INITCAP NODIGIT 0 NOPUNCT Transport Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
measurements measurements m me mea meas s ts nts ents NOCAPS NODIGIT 0 NOPUNCT measurements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
done done d do don done e ne one done NOCAPS NODIGIT 0 NOPUNCT done xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
four four f fo fou four r ur our four NOCAPS NODIGIT 0 NOPUNCT four xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
probe probe p pr pro prob e be obe robe NOCAPS NODIGIT 0 NOPUNCT probe xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
technique technique t te tec tech e ue que ique NOCAPS NODIGIT 0 NOPUNCT technique xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
platinum platinum p pl pla plat m um num inum NOCAPS NODIGIT 0 NOPUNCT platinum xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
wires wires w wi wir wire s es res ires NOCAPS NODIGIT 0 NOPUNCT wires xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
attached attached a at att atta d ed hed ched NOCAPS NODIGIT 0 NOPUNCT attached xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
samples samples s sa sam samp s es les ples NOCAPS NODIGIT 0 NOPUNCT samples xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Epotek epotek E Ep Epo Epot k ek tek otek INITCAP NODIGIT 0 NOPUNCT Epotek Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
H h H H H H H H H H ALLCAPS NODIGIT 1 NOPUNCT H X X SAMEFONT SAMEFONTSIZE false false BASELINE true
20 20 2 20 20 20 0 20 20 20 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE true
E e E E E E E E E E ALLCAPS NODIGIT 1 NOPUNCT E X X SAMEFONT SAMEFONTSIZE false false BASELINE true
silver silver s si sil silv r er ver lver NOCAPS NODIGIT 0 NOPUNCT silver xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
epoxy epoxy e ep epo epox y xy oxy poxy NOCAPS NODIGIT 0 NOPUNCT epoxy xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Resistance resistance R Re Res Resi e ce nce ance INITCAP NODIGIT 0 NOPUNCT Resistance Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
versus versus v ve ver vers s us sus rsus NOCAPS NODIGIT 0 NOPUNCT versus xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperature temperature t te tem temp e re ure ture NOCAPS NODIGIT 0 NOPUNCT temperature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
applied applied a ap app appl d ed ied lied NOCAPS NODIGIT 0 NOPUNCT applied xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
fields fields f fi fie fiel s ds lds elds NOCAPS NODIGIT 0 NOPUNCT fields xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
up up u up up up p up up up NOCAPS NODIGIT 0 NOPUNCT up xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
14 14 1 14 14 14 4 14 14 14 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carried carried c ca car carr d ed ied ried NOCAPS NODIGIT 0 NOPUNCT carried xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
out out o ou out out t ut out out NOCAPS NODIGIT 0 NOPUNCT out xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
Quantum quantum Q Qu Qua Quan m um tum ntum INITCAP NODIGIT 0 NOPUNCT Quantum Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
Design design D De Des Desi n gn ign sign INITCAP NODIGIT 0 NOPUNCT Design Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
PPMS ppms P PP PPM PPMS S MS PMS PPMS ALLCAPS NODIGIT 0 NOPUNCT PPMS XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
14 14 1 14 14 14 4 14 14 14 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
system system s sy sys syst m em tem stem NOCAPS NODIGIT 0 NOPUNCT system xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
resistance resistance r re res resi e ce nce ance NOCAPS NODIGIT 0 NOPUNCT resistance xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
versus versus v ve ver vers s us sus rsus NOCAPS NODIGIT 0 NOPUNCT versus xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
field field f fi fie fiel d ld eld ield NOCAPS NODIGIT 0 NOPUNCT field xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measured measured m me mea meas d ed red ured NOCAPS NODIGIT 0 NOPUNCT measured xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
up up u up up up p up up up NOCAPS NODIGIT 0 NOPUNCT up xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
32 32 3 32 32 32 2 32 32 32 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
5 5 5 5 5 5 5 5 5 5 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
lock lock l lo loc lock k ck ock lock NOCAPS NODIGIT 0 NOPUNCT lock xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
