Bulk bulk B Bu Bul Bulk k lk ulk Bulk INITCAP NODIGIT 0 NOPUNCT Bulk Xxxx Xx DIFFERENTFONT HIGHERFONT true false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
blocks blocks b bl blo bloc s ks cks ocks NOCAPS NODIGIT 0 NOPUNCT blocks xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
Y y Y Y Y Y Y Y Y Y ALLCAPS NODIGIT 1 NOPUNCT Y X X SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE true
Ce ce C Ce Ce Ce e Ce Ce Ce INITCAP NODIGIT 0 NOPUNCT Ce Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
between between b be bet betw n en een ween NOCAPS NODIGIT 0 NOPUNCT between xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Y y Y Y Y Y Y Y Y Y ALLCAPS NODIGIT 1 NOPUNCT Y X X SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
layers layers l la lay laye s rs ers yers NOCAPS NODIGIT 0 NOPUNCT layers xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
into into i in int into o to nto into NOCAPS NODIGIT 0 NOPUNCT into xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
Cu cu C Cu Cu Cu u Cu Cu Cu INITCAP NODIGIT 0 NOPUNCT Cu Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
Mo mo M Mo Mo Mo o Mo Mo Mo INITCAP NODIGIT 0 NOPUNCT Mo Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
1212 1212 1 12 121 1212 2 12 212 1212 NOCAPS ALLDIGIT 0 NOPUNCT XXXX dddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
structure structure s st str stru e re ure ture NOCAPS NODIGIT 0 NOPUNCT structure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE true
Cu cu C Cu Cu Cu u Cu Cu Cu INITCAP NODIGIT 0 NOPUNCT Cu Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE true
Mo mo M Mo Mo Mo o Mo Mo Mo INITCAP NODIGIT 0 NOPUNCT Mo Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE true
1212 1212 1 12 121 1212 2 12 212 1212 NOCAPS ALLDIGIT 0 NOPUNCT XXXX dddd d SAMEFONT SAMEFONTSIZE false false BASELINE true
powder powder p po pow powd r er der wder NOCAPS NODIGIT 0 NOPUNCT powder xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
samples samples s sa sam samp s es les ples NOCAPS NODIGIT 0 NOPUNCT samples xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
object object o ob obj obje t ct ect ject NOCAPS NODIGIT 0 NOPUNCT object xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
work work w wo wor work k rk ork work NOCAPS NODIGIT 0 NOPUNCT work xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
newly newly n ne new newl y ly wly ewly NOCAPS NODIGIT 0 NOPUNCT newly xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
synthesized synthesized s sy syn synt d ed zed ized NOCAPS NODIGIT 0 NOPUNCT synthesized xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
citrate citrate c ci cit citr e te ate rate NOCAPS NODIGIT 0 NOPUNCT citrate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
sol sol s so sol sol l ol sol sol NOCAPS NODIGIT 0 NOPUNCT sol xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
gel gel g ge gel gel l el gel gel NOCAPS NODIGIT 0 NOPUNCT gel xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
method method m me met meth d od hod thod NOCAPS NODIGIT 0 NOPUNCT method xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
mod mod m mo mod mod d od mod mod NOCAPS NODIGIT 0 NOPUNCT mod xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
ified ified i if ifi ifie d ed ied fied NOCAPS NODIGIT 0 NOPUNCT ified xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
oxidation oxidation o ox oxi oxid n on ion tion NOCAPS NODIGIT 0 NOPUNCT oxidation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
treatment treatment t tr tre trea t nt ent ment NOCAPS NODIGIT 0 NOPUNCT treatment xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Appropriate appropriate A Ap App Appr e te ate iate INITCAP NODIGIT 0 NOPUNCT Appropriate Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
amounts amounts a am amo amou s ts nts unts NOCAPS NODIGIT 0 NOPUNCT amounts xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Y y Y Y Y Y Y Y Y Y ALLCAPS NODIGIT 1 NOPUNCT Y X X SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE true
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , DIFFERENTFONT HIGHERFONT false false BASELINE true
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
SrCO srco S Sr SrC SrCO O CO rCO SrCO INITCAP NODIGIT 0 NOPUNCT SrCO XxXXX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
MoO moo M Mo MoO MoO O oO MoO MoO INITCAP NODIGIT 0 NOPUNCT MoO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
dissolved dissolved d di dis diss d ed ved lved NOCAPS NODIGIT 0 NOPUNCT dissolved xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
M m M M M M M M M M ALLCAPS NODIGIT 1 NOPUNCT M X X SAMEFONT SAMEFONTSIZE false false BASELINE false
HNO hno H HN HNO HNO O NO HNO HNO ALLCAPS NODIGIT 0 NOPUNCT HNO XXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
solu solu s so sol solu u lu olu solu NOCAPS NODIGIT 0 NOPUNCT solu xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
tion tion t ti tio tion n on ion tion NOCAPS NODIGIT 0 NOPUNCT tion xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Citric citric C Ci Cit Citr c ic ric tric INITCAP NODIGIT 0 NOPUNCT Citric Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
acid acid a ac aci acid d id cid acid NOCAPS NODIGIT 0 NOPUNCT acid xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ethylene ethylene e et eth ethy e ne ene lene NOCAPS NODIGIT 0 NOPUNCT ethylene xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
glycol glycol g gl gly glyc l ol col ycol NOCAPS NODIGIT 0 NOPUNCT glycol xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
added added a ad add adde d ed ded dded NOCAPS NODIGIT 0 NOPUNCT added xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
solu solu s so sol solu u lu olu solu NOCAPS NODIGIT 0 NOPUNCT solu xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
tion tion t ti tio tion n on ion tion NOCAPS NODIGIT 0 NOPUNCT tion xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
heated heated h he hea heat d ed ted ated NOCAPS NODIGIT 0 NOPUNCT heated xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
oven oven o ov ove oven n en ven oven NOCAPS NODIGIT 0 NOPUNCT oven xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
• • • • • • • • • • ALLCAPS NODIGIT 1 DOT • • • DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
C c C C C C C C C C ALLCAPS NODIGIT 1 NOPUNCT C X X DIFFERENTFONT HIGHERFONT false false BASELINE false
until until u un unt unti l il til ntil NOCAPS NODIGIT 0 NOPUNCT until xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
gel gel g ge gel gel l el gel gel NOCAPS NODIGIT 0 NOPUNCT gel xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
formed formed f fo for form d ed med rmed NOCAPS NODIGIT 0 NOPUNCT formed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
obtained obtained o ob obt obta d ed ned ined NOCAPS NODIGIT 0 NOPUNCT obtained xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
gel gel g ge gel gel l el gel gel NOCAPS NODIGIT 0 NOPUNCT gel xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
then then t th the then n en hen then NOCAPS NODIGIT 0 NOPUNCT then xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dried dried d dr dri drie d ed ied ried NOCAPS NODIGIT 0 NOPUNCT dried xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
powdered powdered p po pow powd d ed red ered NOCAPS NODIGIT 0 NOPUNCT powdered xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
calcined calcined c ca cal calc d ed ned ined NOCAPS NODIGIT 0 NOPUNCT calcined xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
600 600 6 60 600 600 0 00 600 600 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
• • • • • • • • • • ALLCAPS NODIGIT 1 DOT • • • DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
C c C C C C C C C C ALLCAPS NODIGIT 1 NOPUNCT C X X DIFFERENTFONT HIGHERFONT false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
12 12 1 12 12 12 2 12 12 12 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
h h h h h h h h h h NOCAPS NODIGIT 1 NOPUNCT h x x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
resulting resulting r re res resu g ng ing ting NOCAPS NODIGIT 0 NOPUNCT resulting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
powder powder p po pow powd r er der wder NOCAPS NODIGIT 0 NOPUNCT powder xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressed pressed p pr pre pres d ed sed ssed NOCAPS NODIGIT 0 NOPUNCT pressed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
into into i in int into o to nto into NOCAPS NODIGIT 0 NOPUNCT into xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
pellet pellet p pe pel pell t et let llet NOCAPS NODIGIT 0 NOPUNCT pellet xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
annealed annealed a an ann anne d ed led aled NOCAPS NODIGIT 0 NOPUNCT annealed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
980 980 9 98 980 980 0 80 980 980 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
• • • • • • • • • • ALLCAPS NODIGIT 1 DOT • • • DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
C c C C C C C C C C ALLCAPS NODIGIT 1 NOPUNCT C X X DIFFERENTFONT HIGHERFONT false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
× × × × × × × × × × ALLCAPS NODIGIT 1 NOPUNCT × × × DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
24 24 2 24 24 24 4 24 24 24 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
h h h h h h h h h h NOCAPS NODIGIT 1 NOPUNCT h x x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
intermediate intermediate i in int inte e te ate iate NOCAPS NODIGIT 0 NOPUNCT intermediate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
grinding grinding g gr gri grin g ng ing ding NOCAPS NODIGIT 0 NOPUNCT grinding xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
obtain obtain o ob obt obta n in ain tain NOCAPS NODIGIT 0 NOPUNCT obtain xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
synthesized synthesized s sy syn synt d ed zed ized NOCAPS NODIGIT 0 NOPUNCT synthesized xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
product product p pr pro prod t ct uct duct NOCAPS NODIGIT 0 NOPUNCT product xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
oxidation oxidation o ox oxi oxid n on ion tion NOCAPS NODIGIT 0 NOPUNCT oxidation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carried carried c ca car carr d ed ied ried NOCAPS NODIGIT 0 NOPUNCT carried xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
out out o ou out out t ut out out NOCAPS NODIGIT 0 NOPUNCT out xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
mixing mixing m mi mix mixi g ng ing xing NOCAPS NODIGIT 0 NOPUNCT mixing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
synthesized synthesized s sy syn synt d ed zed ized NOCAPS NODIGIT 0 NOPUNCT synthesized xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
powder powder p po pow powd r er der wder NOCAPS NODIGIT 0 NOPUNCT powder xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
35 35 3 35 35 35 5 35 35 35 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
mol mol m mo mol mol l ol mol mol NOCAPS NODIGIT 0 NOPUNCT mol xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
% % % % % % % % % % ALLCAPS NODIGIT 1 NOPUNCT % % % SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
KClO kclo K KC KCl KClO O lO ClO KClO INITCAP NODIGIT 0 NOPUNCT KClO XXxxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
mixture mixture m mi mix mixt e re ure ture NOCAPS NODIGIT 0 NOPUNCT mixture xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
then then t th the then n en hen then NOCAPS NODIGIT 0 NOPUNCT then xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
subjected subjected s su sub subj d ed ted cted NOCAPS NODIGIT 0 NOPUNCT subjected xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
treatment treatment t tr tre trea t nt ent ment NOCAPS NODIGIT 0 NOPUNCT treatment xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
cubic cubic c cu cub cubi c ic bic ubic NOCAPS NODIGIT 0 NOPUNCT cubic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
anvil anvil a an anv anvi l il vil nvil NOCAPS NODIGIT 0 NOPUNCT anvil xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
type type t ty typ type e pe ype type NOCAPS NODIGIT 0 NOPUNCT type xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
apparatus apparatus a ap app appa s us tus atus NOCAPS NODIGIT 0 NOPUNCT apparatus xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
