Exceptional exceptional E Ex Exc Exce l al nal onal INITCAP NODIGIT 0 NOPUNCT Exceptional Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
resistivity resistivity r re res resi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT resistivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
behaves behaves b be beh beha s es ves aves NOCAPS NODIGIT 0 NOPUNCT behaves xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ρ ρ ρ ρ ρ ρ ρ ρ ρ ρ NOCAPS NODIGIT 1 NOPUNCT ρ x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
AT at A AT AT AT T AT AT AT ALLCAPS NODIGIT 0 NOPUNCT AT XX X DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
+ + + + + + + + + + ALLCAPS NODIGIT 1 NOPUNCT + + + DIFFERENTFONT HIGHERFONT false false BASELINE false
ρ ρ ρ ρ ρ ρ ρ ρ ρ ρ NOCAPS NODIGIT 1 NOPUNCT ρ x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x DIFFERENTFONT HIGHERFONT false false BASELINE false
an an a an an an n an an an NOCAPS NODIGIT 0 NOPUNCT an xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
unusually unusually u un unu unus y ly lly ally NOCAPS NODIGIT 0 NOPUNCT unusually xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
wide wide w wi wid wide e de ide wide NOCAPS NODIGIT 0 NOPUNCT wide xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
range range r ra ran rang e ge nge ange NOCAPS NODIGIT 0 NOPUNCT range xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperature temperature t te tem temp e re ure ture NOCAPS NODIGIT 0 NOPUNCT temperature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
down down d do dow down n wn own down NOCAPS NODIGIT 0 NOPUNCT down xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
below below b be bel belo w ow low elow NOCAPS NODIGIT 0 NOPUNCT below xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
up up u up up up p up up up NOCAPS NODIGIT 0 NOPUNCT up xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
room room r ro roo room m om oom room NOCAPS NODIGIT 0 NOPUNCT room xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperature temperature t te tem temp e re ure ture NOCAPS NODIGIT 0 NOPUNCT temperature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
This this T Th Thi This s is his This INITCAP NODIGIT 0 NOPUNCT This Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
means means m me mea mean s ns ans eans NOCAPS NODIGIT 0 NOPUNCT means xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
unknown unknown u un unk unkn n wn own nown NOCAPS NODIGIT 0 NOPUNCT unknown xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
strong strong s st str stro g ng ong rong NOCAPS NODIGIT 0 NOPUNCT strong xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
scattering scattering s sc sca scat g ng ing ring NOCAPS NODIGIT 0 NOPUNCT scattering xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
mechanism mechanism m me mec mech m sm ism nism NOCAPS NODIGIT 0 NOPUNCT mechanism xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dominates dominates d do dom domi s es tes ates NOCAPS NODIGIT 0 NOPUNCT dominates xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
over over o ov ove over r er ver over NOCAPS NODIGIT 0 NOPUNCT over xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
usual usual u us usu usua l al ual sual NOCAPS NODIGIT 0 NOPUNCT usual xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
electron electron e el ele elec n on ron tron NOCAPS NODIGIT 0 NOPUNCT electron xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
phonon phonon p ph pho phon n on non onon NOCAPS NODIGIT 0 NOPUNCT phonon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
scattering scattering s sc sca scat g ng ing ring NOCAPS NODIGIT 0 NOPUNCT scattering xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Superconductiv superconductiv S Su Sup Supe v iv tiv ctiv INITCAP NODIGIT 0 NOPUNCT Superconductiv Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
ity ity i it ity ity y ty ity ity NOCAPS NODIGIT 0 NOPUNCT ity xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Ag ag A Ag Ag Ag g Ag Ag Ag INITCAP NODIGIT 0 NOPUNCT Ag Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
5 5 5 5 5 5 5 5 5 5 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
Pb pb P Pb Pb Pb b Pb Pb Pb INITCAP NODIGIT 0 NOPUNCT Pb Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE true
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
recently recently r re rec rece y ly tly ntly NOCAPS NODIGIT 0 NOPUNCT recently xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
suggested suggested s su sug sugg d ed ted sted NOCAPS NODIGIT 0 NOPUNCT suggested xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
present present p pr pre pres t nt ent sent NOCAPS NODIGIT 0 NOPUNCT present xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
authors authors a au aut auth s rs ors hors NOCAPS NODIGIT 0 NOPUNCT authors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
reported reported r re rep repo d ed ted rted NOCAPS NODIGIT 0 NOPUNCT reported xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
quite quite q qu qui quit e te ite uite NOCAPS NODIGIT 0 NOPUNCT quite xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
large large l la lar larg e ge rge arge NOCAPS NODIGIT 0 NOPUNCT large xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
diamagnetic diamagnetic d di dia diam c ic tic etic NOCAPS NODIGIT 0 NOPUNCT diamagnetic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
sig sig s si sig sig g ig sig sig NOCAPS NODIGIT 0 NOPUNCT sig xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
nal nal n na nal nal l al nal nal NOCAPS NODIGIT 0 NOPUNCT nal xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
AC ac A AC AC AC C AC AC AC ALLCAPS NODIGIT 0 NOPUNCT AC XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
susceptibility susceptibility s su sus susc y ty ity lity NOCAPS NODIGIT 0 NOPUNCT susceptibility xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measured measured m me mea meas d ed red ured NOCAPS NODIGIT 0 NOPUNCT measured xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
cluster cluster c cl clu clus r er ter ster NOCAPS NODIGIT 0 NOPUNCT cluster xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
single single s si sin sing e le gle ngle NOCAPS NODIGIT 0 NOPUNCT single xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
crystals crystals c cr cry crys s ls als tals NOCAPS NODIGIT 0 NOPUNCT crystals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
below below b be bel belo w ow low elow NOCAPS NODIGIT 0 NOPUNCT below xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
48 48 4 48 48 48 8 48 48 48 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
mK mk m mK mK mK K mK mK mK NOCAPS NODIGIT 0 NOPUNCT mK xX xX SAMEFONT SAMEFONTSIZE false false BASELINE false
but but b bu but but t ut but but NOCAPS NODIGIT 0 NOPUNCT but xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
could could c co cou coul d ld uld ould NOCAPS NODIGIT 0 NOPUNCT could xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
not not n no not not t ot not not NOCAPS NODIGIT 0 NOPUNCT not xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
obtain obtain o ob obt obta n in ain tain NOCAPS NODIGIT 0 NOPUNCT obtain xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
zero zero z ze zer zero o ro ero zero NOCAPS NODIGIT 0 NOPUNCT zero xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
resistivity resistivity r re res resi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT resistivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
time time t ti tim time e me ime time NOCAPS NODIGIT 0 NOPUNCT time xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
finally finally f fi fin fina y ly lly ally NOCAPS NODIGIT 0 NOPUNCT finally xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
observed observed o ob obs obse d ed ved rved NOCAPS NODIGIT 0 NOPUNCT observed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
zero zero z ze zer zero o ro ero zero NOCAPS NODIGIT 0 NOPUNCT zero xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
resis resis r re res resi s is sis esis NOCAPS NODIGIT 0 NOPUNCT resis xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
tivity tivity t ti tiv tivi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT tivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
improving improving i im imp impr g ng ing ving NOCAPS NODIGIT 0 NOPUNCT improving xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
experimental experimental e ex exp expe l al tal ntal NOCAPS NODIGIT 0 NOPUNCT experimental xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
techniques techniques t te tec tech s es ues ques NOCAPS NODIGIT 0 NOPUNCT techniques xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
present present p pr pre pres t nt ent sent NOCAPS NODIGIT 0 NOPUNCT present xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
paper paper p pa pap pape r er per aper NOCAPS NODIGIT 0 NOPUNCT paper xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
not not n no not not t ot not not NOCAPS NODIGIT 0 NOPUNCT not xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
only only o on onl only y ly nly only NOCAPS NODIGIT 0 NOPUNCT only xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
observation observation o ob obs obse n on ion tion NOCAPS NODIGIT 0 NOPUNCT observation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
but but b bu but but t ut but but NOCAPS NODIGIT 0 NOPUNCT but xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
also also a al als also o so lso also NOCAPS NODIGIT 0 NOPUNCT also xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
details details d de det deta s ls ils ails NOCAPS NODIGIT 0 NOPUNCT details xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
superconducting superconducting s su sup supe g ng ing ting NOCAPS NODIGIT 0 NOPUNCT superconducting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
properties properties p pr pro prop s es ies ties NOCAPS NODIGIT 0 NOPUNCT properties xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Ag ag A Ag Ag Ag g Ag Ag Ag INITCAP NODIGIT 0 NOPUNCT Ag Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
5 5 5 5 5 5 5 5 5 5 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
Pb pb P Pb Pb Pb b Pb Pb Pb INITCAP NODIGIT 0 NOPUNCT Pb Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE true
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
first first f fi fir firs t st rst irst NOCAPS NODIGIT 0 NOPUNCT first xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
time time t ti tim time e me ime time NOCAPS NODIGIT 0 NOPUNCT time xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
color color c co col colo r or lor olor NOCAPS NODIGIT 0 NOPUNCT color xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
online online o on onl onli e ne ine line NOCAPS NODIGIT 0 NOPUNCT online xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
Temperature temperature T Te Tem Temp e re ure ture INITCAP NODIGIT 0 NOPUNCT Temperature Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
dependence dependence d de dep depe e ce nce ence NOCAPS NODIGIT 0 NOPUNCT dependence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
out out o ou out out t ut out out NOCAPS NODIGIT 0 NOPUNCT out xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
plane plane p pl pla plan e ne ane lane NOCAPS NODIGIT 0 NOPUNCT plane xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
resistivity resistivity r re res resi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT resistivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ρc ρc ρ ρc ρc ρc c ρc ρc ρc NOCAPS NODIGIT 0 NOPUNCT ρc xx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
Ag ag A Ag Ag Ag g Ag Ag Ag INITCAP NODIGIT 0 NOPUNCT Ag Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
5 5 5 5 5 5 5 5 5 5 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
Pb pb P Pb Pb Pb b Pb Pb Pb INITCAP NODIGIT 0 NOPUNCT Pb Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT SAMEFONTSIZE false false BASELINE false
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
below below b be bel belo w ow low elow NOCAPS NODIGIT 0 NOPUNCT below xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
70 70 7 70 70 70 0 70 70 70 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
mK mk m mK mK mK K mK mK mK NOCAPS NODIGIT 0 NOPUNCT mK xX xX SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
sweep sweep s sw swe swee p ep eep weep NOCAPS NODIGIT 0 NOPUNCT sweep xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
rate rate r ra rat rate e te ate rate NOCAPS NODIGIT 0 NOPUNCT rate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
approximately approximately a ap app appr y ly ely tely NOCAPS NODIGIT 0 NOPUNCT approximately xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
05 05 0 05 05 05 5 05 05 05 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
mK mk m mK mK mK K mK mK mK NOCAPS NODIGIT 0 NOPUNCT mK xX xX SAMEFONT SAMEFONTSIZE false false BASELINE false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / SAMEFONT SAMEFONTSIZE false false BASELINE false
min min m mi min min n in min min NOCAPS NODIGIT 0 NOPUNCT min xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Hysteretic hysteretic H Hy Hys Hyst c ic tic etic INITCAP NODIGIT 0 NOPUNCT Hysteretic Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
behavior behavior b be beh beha r or ior vior NOCAPS NODIGIT 0 NOPUNCT behavior xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
transition transition t tr tra tran n on ion tion NOCAPS NODIGIT 0 NOPUNCT transition xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
attributable attributable a at att attr e le ble able NOCAPS NODIGIT 0 NOPUNCT attributable xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
residual residual r re res resi l al ual dual NOCAPS NODIGIT 0 NOPUNCT residual xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
magnetic magnetic m ma mag magn c ic tic etic NOCAPS NODIGIT 0 NOPUNCT magnetic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
field field f fi fie fiel d ld eld ield NOCAPS NODIGIT 0 NOPUNCT field xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
inset inset i in ins inse t et set nset NOCAPS NODIGIT 0 NOPUNCT inset xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
photo photo p ph pho phot o to oto hoto NOCAPS NODIGIT 0 NOPUNCT photo xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
on on o on on on n on on on NOCAPS NODIGIT 0 NOPUNCT on xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
left left l le lef left t ft eft left NOCAPS NODIGIT 0 NOPUNCT left xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
shows shows s sh sho show s ws ows hows NOCAPS NODIGIT 0 NOPUNCT shows xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
single single s si sin sing e le gle ngle NOCAPS NODIGIT 0 NOPUNCT single xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
crystal crystal c cr cry crys l al tal stal NOCAPS NODIGIT 0 NOPUNCT crystal xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
used used u us use used d ed sed used NOCAPS NODIGIT 0 NOPUNCT used xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
