Under under U Un Und Unde r er der nder INITCAP NODIGIT 0 NOPUNCT Under Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
zone zone z zo zon zone e ne one zone NOCAPS NODIGIT 0 NOPUNCT zone xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


By by B By By By y By By By INITCAP NODIGIT 0 NOPUNCT By Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
TSFZ tsfz T TS TSF TSFZ Z FZ SFZ TSFZ ALLCAPS NODIGIT 0 NOPUNCT TSFZ XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
method method m me met meth d od hod thod NOCAPS NODIGIT 0 NOPUNCT method xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
we we w we we we e we we we NOCAPS NODIGIT 0 NOPUNCT we xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
have have h ha hav have e ve ave have NOCAPS NODIGIT 0 NOPUNCT have xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
success success s su suc succ s ss ess cess NOCAPS NODIGIT 0 NOPUNCT success xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
fully fully f fu ful full y ly lly ully NOCAPS NODIGIT 0 NOPUNCT fully xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
prepared prepared p pr pre prep d ed red ared NOCAPS NODIGIT 0 NOPUNCT prepared xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
series series s se ser seri s es ies ries NOCAPS NODIGIT 0 NOPUNCT series xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
large large l la lar larg e ge rge arge NOCAPS NODIGIT 0 NOPUNCT large xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
quality quality q qu qua qual y ty ity lity NOCAPS NODIGIT 0 NOPUNCT quality xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
La la L La La La a La La La INITCAP NODIGIT 0 NOPUNCT La Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false SUBSCRIPT true
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false SUBSCRIPT true
Sr sr S Sr Sr Sr r Sr Sr Sr INITCAP NODIGIT 0 NOPUNCT Sr Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE true
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX DIFFERENTFONT HIGHERFONT false false BASELINE true
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
single single s si sin sing e le gle ngle NOCAPS NODIGIT 0 NOPUNCT single xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
crystals crystals c cr cry crys s ls als tals NOCAPS NODIGIT 0 NOPUNCT crystals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
covering covering c co cov cove g ng ing ring NOCAPS NODIGIT 0 NOPUNCT covering xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
some some s so som some e me ome some NOCAPS NODIGIT 0 NOPUNCT some xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
teresting teresting t te ter tere g ng ing ting NOCAPS NODIGIT 0 NOPUNCT teresting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
under under u un und unde r er der nder NOCAPS NODIGIT 0 NOPUNCT under xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doping doping d do dop dopi g ng ing ping NOCAPS NODIGIT 0 NOPUNCT doping xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
levels levels l le lev leve s ls els vels NOCAPS NODIGIT 0 NOPUNCT levels xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
063 063 0 06 063 063 3 63 063 063 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
125 125 1 12 125 125 5 25 125 125 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
aim aim a ai aim aim m im aim aim NOCAPS NODIGIT 0 NOPUNCT aim xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
systematic systematic s sy sys syst c ic tic atic NOCAPS NODIGIT 0 NOPUNCT systematic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
investigation investigation i in inv inve n on ion tion NOCAPS NODIGIT 0 NOPUNCT investigation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
on on o on on on n on on on NOCAPS NODIGIT 0 NOPUNCT on xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
physical physical p ph phy phys l al cal ical NOCAPS NODIGIT 0 NOPUNCT physical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
properties properties p pr pro prop s es ies ties NOCAPS NODIGIT 0 NOPUNCT properties xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
first first f fi fir firs t st rst irst NOCAPS NODIGIT 0 NOPUNCT first xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
report report r re rep repo t rt ort port NOCAPS NODIGIT 0 NOPUNCT report xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
here here h he her here e re ere here NOCAPS NODIGIT 0 NOPUNCT here xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
re re r re re re e re re re NOCAPS NODIGIT 0 NOPUNCT re xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
sults sults s su sul sult s ts lts ults NOCAPS NODIGIT 0 NOPUNCT sults xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
TSFZ tsfz T TS TSF TSFZ Z FZ SFZ TSFZ ALLCAPS NODIGIT 0 NOPUNCT TSFZ XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
growth growth g gr gro grow h th wth owth NOCAPS NODIGIT 0 NOPUNCT growth xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
characterizations characterizations c ch cha char s ns ons ions NOCAPS NODIGIT 0 NOPUNCT characterizations xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
some some s so som some e me ome some NOCAPS NODIGIT 0 NOPUNCT some xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
properties properties p pr pro prop s es ies ties NOCAPS NODIGIT 0 NOPUNCT properties xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
these these t th the thes e se ese hese NOCAPS NODIGIT 0 NOPUNCT these xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
LSCO lsco L LS LSC LSCO O CO SCO LSCO ALLCAPS NODIGIT 0 NOPUNCT LSCO XXXX X SAMEFONT SAMEFONTSIZE false false BASELINE true
crystals crystals c cr cry crys s ls als tals NOCAPS NODIGIT 0 NOPUNCT crystals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Inter inter I In Int Inte r er ter nter INITCAP NODIGIT 0 NOPUNCT Inter Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
esting esting e es est esti g ng ing ting NOCAPS NODIGIT 0 NOPUNCT esting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
anomalous anomalous a an ano anom s us ous lous NOCAPS NODIGIT 0 NOPUNCT anomalous xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
doping doping d do dop dopi g ng ing ping NOCAPS NODIGIT 0 NOPUNCT doping xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dependences dependences d de dep depe s es ces nces NOCAPS NODIGIT 0 NOPUNCT dependences xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
super super s su sup supe r er per uper NOCAPS NODIGIT 0 NOPUNCT super xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
conducting conducting c co con cond g ng ing ting NOCAPS NODIGIT 0 NOPUNCT conducting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
properties properties p pr pro prop s es ies ties NOCAPS NODIGIT 0 NOPUNCT properties xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
observed observed o ob obs obse d ed ved rved NOCAPS NODIGIT 0 NOPUNCT observed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
series series s se ser seri s es ies ries NOCAPS NODIGIT 0 NOPUNCT series xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
crystals crystals c cr cry crys s ls als tals NOCAPS NODIGIT 0 NOPUNCT crystals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
briefly briefly b br bri brie y ly fly efly NOCAPS NODIGIT 0 NOPUNCT briefly xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
discussed discussed d di dis disc d ed sed ssed NOCAPS NODIGIT 0 NOPUNCT discussed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


High high H Hi Hig High h gh igh High INITCAP NODIGIT 0 NOPUNCT High Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
purity purity p pu pur puri y ty ity rity NOCAPS NODIGIT 0 NOPUNCT purity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
≥ ≥ ≥ ≥ ≥ ≥ ≥ ≥ ≥ ≥ ALLCAPS NODIGIT 1 NOPUNCT ≥ ≥ ≥ SAMEFONT SAMEFONTSIZE false false BASELINE false
99 99 9 99 99 99 9 99 99 99 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
99 99 9 99 99 99 9 99 99 99 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
% % % % % % % % % % ALLCAPS NODIGIT 1 NOPUNCT % % % SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
oxides oxides o ox oxi oxid s es des ides NOCAPS NODIGIT 0 NOPUNCT oxides xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
La la L La La La a La La La INITCAP NODIGIT 0 NOPUNCT La Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE true
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , DIFFERENTFONT HIGHERFONT false false BASELINE true
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE true
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carbonate carbonate c ca car carb e te ate nate NOCAPS NODIGIT 0 NOPUNCT carbonate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
SrCO srco S Sr SrC SrCO O CO rCO SrCO INITCAP NODIGIT 0 NOPUNCT SrCO XxXXX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
were were w we wer were e re ere were NOCAPS NODIGIT 0 NOPUNCT were xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
used used u us use used d ed sed used NOCAPS NODIGIT 0 NOPUNCT used xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
raw raw r ra raw raw w aw raw raw NOCAPS NODIGIT 0 NOPUNCT raw xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ma ma m ma ma ma a ma ma ma NOCAPS NODIGIT 0 NOPUNCT ma xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
terials terials t te ter teri s ls als ials NOCAPS NODIGIT 0 NOPUNCT terials xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
For for F Fo For For r or For For INITCAP NODIGIT 0 NOPUNCT For Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
feed feed f fe fee feed d ed eed feed NOCAPS NODIGIT 0 NOPUNCT feed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
rods rods r ro rod rods s ds ods rods NOCAPS NODIGIT 0 NOPUNCT rods xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
initial initial i in ini init l al ial tial NOCAPS NODIGIT 0 NOPUNCT initial xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
composition composition c co com comp n on ion tion NOCAPS NODIGIT 0 NOPUNCT composition xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
La la L La La La a La La La INITCAP NODIGIT 0 NOPUNCT La Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / DIFFERENTFONT HIGHERFONT false false BASELINE false
xSrCO xsrco x xS xSr xSrC O CO rCO SrCO NOCAPS NODIGIT 0 NOPUNCT xSrCO xXxXX xXxX SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / DIFFERENTFONT HIGHERFONT false false BASELINE false
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
molar molar m mo mol mola r ar lar olar NOCAPS NODIGIT 0 NOPUNCT molar xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ratio ratio r ra rat rati o io tio atio NOCAPS NODIGIT 0 NOPUNCT ratio xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false BASELINE false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
063 063 0 06 063 063 3 63 063 063 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
07 07 0 07 07 07 7 07 07 07 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
09 09 0 09 09 09 9 09 09 09 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
10 10 1 10 10 10 0 10 10 10 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
111 111 1 11 111 111 1 11 111 111 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
125 125 1 12 125 125 5 25 125 125 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Excess excess E Ex Exc Exce s ss ess cess INITCAP NODIGIT 0 NOPUNCT Excess Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
mol mol m mo mol mol l ol mol mol NOCAPS NODIGIT 0 NOPUNCT mol xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
% % % % % % % % % % ALLCAPS NODIGIT 1 NOPUNCT % % % SAMEFONT SAMEFONTSIZE false false BASELINE false
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
